Constraint,Slack
_C21972,-0.0
_C21973,-0.0
_C21974,-0.0
_C21975,-0.0
_C21976,-1.0
_C21977,-1.0
_C21978,-0.0
_C21979,-0.0
_C21980,-0.0
_C21981,-0.0
_C21982,-0.0
_C21983,-0.0
_C21984,-0.0
_C21985,-0.0
_C21986,-0.0
_C21987,-0.0
_C21988,-0.0
_C21989,-0.0
_C21990,-1.0
_C21991,-1.0
_C21992,-0.0
_C21993,-0.0
_C21994,-0.0
_C21995,-0.0
_C21996,-0.0
_C21997,-0.0
_C21998,-0.0
_C21999,-0.0
_C22000,-0.0
_C22001,-0.0
_C22002,-0.0
_C22003,-0.0
_C22004,-1.0
_C22005,-1.0
_C22006,-0.0
_C22007,-0.0
_C22008,-0.0
_C22009,-0.0
_C22010,-0.0
_C22011,-0.0
_C22012,-0.0
_C22013,-0.0
_C22014,-0.0
_C22015,-0.0
_C22016,-0.0
_C22017,-0.0
_C22018,-1.0
_C22019,-1.0
_C22020,-0.0
_C22021,-0.0
_C22022,-0.0
_C22023,-0.0
_C22024,-0.0
_C22025,-0.0
_C22026,-0.0
_C22027,-0.0
_C22028,-0.0
_C22029,-0.0
_C22030,-0.0
_C22031,-0.0
_C22032,-1.0
_C22033,-1.0
_C22034,-0.0
_C22035,-0.0
_C22036,-0.0
_C22037,-0.0
_C22038,-0.0
_C22039,-0.0
_C22040,-0.0
_C22041,-0.0
_C22042,-0.0
_C22043,-0.0
_C22044,-0.0
_C22045,-0.0
_C22046,-1.0
_C22047,-1.0
_C22048,-0.0
_C22049,-0.0
_C22050,-0.0
_C22051,-0.0
_C22052,-0.0
_C22053,-0.0
_C22054,-0.0
_C22055,-0.0
_C22056,-0.0
_C22057,-0.0
_C22058,-0.0
_C22059,-0.0
_C22060,-1.0
_C22061,-1.0
_C22062,-0.0
_C22063,-0.0
_C22064,-0.0
_C22065,-0.0
_C22066,-0.0
_C22067,-0.0
_C22068,-0.0
_C22069,-0.0
_C22070,-0.0
_C22071,-0.0
_C22072,-0.0
_C22073,-0.0
_C22074,-1.0
_C22075,-1.0
_C22076,-0.0
_C22077,-0.0
_C22078,-0.0
_C22079,-0.0
_C22080,-0.0
_C22081,-0.0
_C22082,-0.0
_C22083,-0.0
_C22084,-0.0
_C22085,-0.0
_C22086,-0.0
_C22087,-0.0
_C22088,-1.0
_C22089,-1.0
_C22090,-0.0
_C22091,-0.0
_C22092,-0.0
_C22093,-0.0
_C22094,-0.0
_C22095,-0.0
_C22096,-0.0
_C22097,-0.0
_C22098,-0.0
_C22099,-0.0
_C22100,-0.0
_C22101,-0.0
_C22102,-1.0
_C22103,-1.0
_C22104,-0.0
_C22105,-0.0
_C22106,-0.0
_C22107,-0.0
_C22108,-0.0
_C22109,-0.0
_C22110,-0.0
_C22111,-0.0
_C22112,-0.0
_C22113,-0.0
_C22114,-0.0
_C22115,-0.0
_C22116,-1.0
_C22117,-1.0
_C22118,-0.0
_C22119,-0.0
_C22120,-0.0
_C22121,-0.0
_C22122,-0.0
_C22123,-0.0
_C22124,-0.0
_C22125,-0.0
_C22126,-0.0
_C22127,-0.0
_C22128,-0.0
_C22129,-0.0
_C22130,-1.0
_C22131,-1.0
_C22132,-0.0
_C22133,-0.0
_C22134,-0.0
_C22135,-0.0
_C22136,-0.0
_C22137,-0.0
_C22138,-0.0
_C22139,-0.0
_C22140,-0.0
_C22141,-0.0
_C22142,-0.0
_C22143,-0.0
_C22144,-1.0
_C22145,-1.0
_C22146,-0.0
_C22147,-0.0
_C22148,-0.0
_C22149,-0.0
_C22150,-0.0
_C22151,-0.0
_C22152,-0.0
_C22153,-0.0
_C22154,-0.0
_C22155,-0.0
_C22156,-0.0
_C22157,-0.0
_C22158,-1.0
_C22159,-1.0
_C22160,-0.0
_C22161,-0.0
_C22162,-0.0
_C22163,-0.0
_C22164,-0.0
_C22165,-0.0
_C22166,-0.0
_C22167,-0.0
_C22168,-0.0
_C22169,-0.0
_C22170,-0.0
_C22171,-0.0
_C22172,-1.0
_C22173,-1.0
_C22174,-0.0
_C22175,-0.0
_C22176,-0.0
_C22177,-0.0
_C22178,-0.0
_C22179,-0.0
_C22180,-0.0
_C22181,-0.0
_C22182,-0.0
_C22183,-0.0
_C22184,-0.0
_C22185,-0.0
_C22186,-1.0
_C22187,-1.0
_C22188,-0.0
_C22189,-0.0
_C22190,-0.0
_C22191,-0.0
_C22192,-0.0
_C22193,-0.0
_C22194,-0.0
_C22195,-0.0
_C22196,-0.0
_C22197,-0.0
_C22198,-0.0
_C22199,-0.0
_C22200,-1.0
_C22201,-1.0
_C22202,-0.0
_C22203,-0.0
_C22204,-0.0
_C22205,-0.0
_C22206,-0.0
_C22207,-0.0
_C22208,-0.0
_C22209,-0.0
_C22210,-0.0
_C22211,-0.0
_C22212,-0.0
_C22213,-0.0
_C22214,-1.0
_C22215,-1.0
_C22216,-0.0
_C22217,-0.0
_C22218,-0.0
_C22219,-0.0
_C22220,-0.0
_C22221,-0.0
_C22222,-0.0
_C22223,-0.0
_C22224,-0.0
_C22225,-0.0
_C22226,-0.0
_C22227,-0.0
_C22228,-1.0
_C22229,-1.0
_C22230,-0.0
_C22231,-0.0
_C22232,-0.0
_C22233,-0.0
_C22234,-0.0
_C22235,-0.0
_C22236,-0.0
_C22237,-0.0
_C22238,-0.0
_C22239,-0.0
_C22240,-0.0
_C22241,-0.0
_C22242,-1.0
_C22243,-1.0
_C22244,-0.0
_C22245,-0.0
_C22246,-0.0
_C22247,-0.0
_C22248,-0.0
_C22249,-0.0
_C22250,-0.0
_C22251,-0.0
_C22252,-0.0
_C22253,-0.0
_C22254,-0.0
_C22255,-0.0
_C22256,-1.0
_C22257,-1.0
_C22258,-0.0
_C22259,-0.0
_C22260,-0.0
_C22261,-0.0
_C22262,-0.0
_C22263,-0.0
_C22264,-0.0
_C22265,-0.0
_C22266,-0.0
_C22267,-0.0
_C22268,-0.0
_C22269,-0.0
_C22270,-1.0
_C22271,-1.0
_C22272,-0.0
_C22273,-0.0
_C22274,-0.0
_C22275,-0.0
_C22276,-0.0
_C22277,-0.0
_C22278,-0.0
_C22279,-0.0
_C22280,-0.0
_C22281,-0.0
_C22282,-0.0
_C22283,-0.0
_C22284,-1.0
_C22285,-1.0
_C22286,-0.0
_C22287,-0.0
_C22288,-0.0
_C22289,-0.0
_C22290,-0.0
_C22291,-0.0
_C22292,-0.0
_C22293,-0.0
_C22294,-0.0
_C22295,-0.0
_C22296,-0.0
_C22297,-0.0
_C22298,-1.0
_C22299,-1.0
_C22300,-0.0
_C22301,-0.0
_C22302,-0.0
_C22303,-0.0
_C22304,-0.0
_C22305,-0.0
_C22306,-0.0
_C22307,-0.0
_C22308,-0.0
_C22309,-0.0
_C22310,-0.0
_C22311,-0.0
_C22312,-1.0
_C22313,-1.0
_C22314,-0.0
_C22315,-0.0
_C22316,-0.0
_C22317,-0.0
_C22318,-0.0
_C22319,-0.0
_C22320,-0.0
_C22321,-0.0
_C22322,-0.0
_C22323,-0.0
_C22324,-0.0
_C22325,-0.0
_C22326,-1.0
_C22327,-1.0
_C22328,-0.0
_C22329,-0.0
_C22330,-0.0
_C22331,-0.0
_C22332,-0.0
_C22333,-0.0
_C22334,-0.0
_C22335,-0.0
_C22336,-0.0
_C22337,-0.0
_C22338,-0.0
_C22339,-0.0
_C22340,-1.0
_C22341,-1.0
_C22342,-0.0
_C22343,-0.0
_C22344,-0.0
_C22345,-0.0
_C22346,-0.0
_C22347,-0.0
_C22348,-0.0
_C22349,-0.0
_C22350,-0.0
_C22351,-0.0
_C22352,-0.0
_C22353,-0.0
_C22354,-1.0
_C22355,-1.0
_C22356,-0.0
_C22357,-0.0
_C22358,-0.0
_C22359,-0.0
_C22360,-0.0
_C22361,-0.0
_C22362,-0.0
_C22363,-0.0
_C22364,-0.0
_C22365,-0.0
_C22366,-0.0
_C22367,-0.0
_C22368,-1.0
_C22369,-1.0
_C22370,-0.0
_C22371,-0.0
_C22372,-0.0
_C22373,-0.0
_C22374,-0.0
_C22375,-0.0
_C22376,-0.0
_C22377,-0.0
_C22378,-0.0
_C22379,-0.0
_C22380,-0.0
_C22381,-0.0
_C22382,-1.0
_C22383,-1.0
_C22384,-0.0
_C22385,-0.0
_C22386,-0.0
_C22387,-0.0
_C22388,-0.0
_C22389,-0.0
_C22390,-0.0
_C22391,-0.0
_C22392,-0.0
_C22393,-0.0
_C22394,-0.0
_C22395,-0.0
_C22396,-1.0
_C22397,-1.0
_C22398,-0.0
_C22399,-0.0
_C22400,-0.0
_C22401,-0.0
_C22402,-0.0
_C22403,-0.0
_C22404,-0.0
_C22405,-0.0
_C22406,-0.0
_C22407,-0.0
_C22408,-0.0
_C22409,-0.0
_C22410,-1.0
_C22411,-1.0
_C22412,-0.0
_C22413,-0.0
_C22414,-0.0
_C22415,-0.0
_C22416,-0.0
_C22417,-0.0
_C22418,-0.0
_C22419,-0.0
_C22420,-0.0
_C22421,-0.0
_C22422,-0.0
_C22423,-0.0
_C22424,-1.0
_C22425,-1.0
_C22426,-0.0
_C22427,-0.0
_C22428,-0.0
_C22429,-0.0
_C22430,-0.0
_C22431,-0.0
_C22432,-0.0
_C22433,-0.0
_C22434,-0.0
_C22435,-0.0
_C22436,-0.0
_C22437,-0.0
_C22438,-1.0
_C22439,-1.0
_C22440,-0.0
_C22441,-0.0
_C22442,-0.0
_C22443,-0.0
_C22444,-0.0
_C22445,-0.0
_C22446,-0.0
_C22447,-0.0
_C22448,-0.0
_C22449,-0.0
_C22450,-0.0
_C22451,-0.0
_C22452,-1.0
_C22453,-1.0
_C22454,-0.0
_C22455,-0.0
_C22456,-0.0
_C22457,-0.0
_C22458,-0.0
_C22459,-0.0
_C22460,-0.0
_C22461,-0.0
_C22462,-0.0
_C22463,-0.0
_C22464,-0.0
_C22465,-0.0
_C22466,-1.0
_C22467,-1.0
_C22468,-0.0
_C22469,-0.0
_C22470,-0.0
_C22471,-0.0
_C22472,-0.0
_C22473,-0.0
_C22474,-0.0
_C22475,-0.0
_C22476,-0.0
_C22477,-0.0
_C22478,-0.0
_C22479,-0.0
_C22480,-1.0
_C22481,-1.0
_C22482,-0.0
_C22483,-0.0
_C22484,-0.0
_C22485,-0.0
_C22486,-0.0
_C22487,-0.0
_C22488,-0.0
_C22489,-0.0
_C22490,-0.0
_C22491,-0.0
_C22492,-0.0
_C22493,-0.0
_C22494,-1.0
_C22495,-1.0
_C22496,-0.0
_C22497,-0.0
_C22498,-0.0
_C22499,-0.0
_C22500,-0.0
_C22501,-0.0
_C22502,-0.0
_C22503,-0.0
_C22504,-0.0
_C22505,-0.0
_C22506,-0.0
_C22507,-0.0
_C22508,-1.0
_C22509,-1.0
_C22510,-0.0
_C22511,-0.0
_C22512,-0.0
_C22513,-0.0
_C22514,-0.0
_C22515,-0.0
_C22516,-0.0
_C22517,-0.0
_C22518,-0.0
_C22519,-0.0
_C22520,-0.0
_C22521,-0.0
_C22522,-1.0
_C22523,-1.0
_C22524,-0.0
_C22525,-0.0
_C22526,-0.0
_C22527,-0.0
_C22528,-0.0
_C22529,-0.0
_C22530,-0.0
_C22531,-0.0
_C22532,-0.0
_C22533,-0.0
_C22534,-0.0
_C22535,-0.0
_C22536,-1.0
_C22537,-1.0
_C22538,-0.0
_C22539,-0.0
_C22540,-0.0
_C22541,-0.0
_C22542,-0.0
_C22543,-0.0
_C22544,-0.0
_C22545,-0.0
_C22546,-0.0
_C22547,-0.0
_C22548,-0.0
_C22549,-0.0
_C22550,-1.0
_C22551,-1.0
_C22552,-0.0
_C22553,-0.0
_C22554,-0.0
_C22555,-0.0
_C22556,-0.0
_C22557,-0.0
_C22558,-0.0
_C22559,-0.0
_C22560,-0.0
_C22561,-0.0
_C22562,-0.0
_C22563,-0.0
_C22564,-1.0
_C22565,-1.0
_C22566,-0.0
_C22567,-0.0
_C22568,-0.0
_C22569,-0.0
_C22570,-0.0
_C22571,-0.0
_C22572,-0.0
_C22573,-0.0
_C22574,-0.0
_C22575,-0.0
_C22576,-0.0
_C22577,-0.0
_C22578,-1.0
_C22579,-1.0
_C22580,-0.0
_C22581,-0.0
_C22582,-0.0
_C22583,-0.0
_C22584,-0.0
_C22585,-0.0
_C22586,-0.0
_C22587,-0.0
_C22588,-0.0
_C22589,-0.0
_C22590,-0.0
_C22591,-0.0
_C22592,-1.0
_C22593,-1.0
_C22594,-0.0
_C22595,-0.0
_C22596,-0.0
_C22597,-0.0
_C22598,-0.0
_C22599,-0.0
_C22600,-0.0
_C22601,-0.0
_C22602,-0.0
_C22603,-0.0
_C22604,-0.0
_C22605,-0.0
_C22606,-1.0
_C22607,-1.0
_C22608,-0.0
_C22609,-0.0
_C22610,-0.0
_C22611,-0.0
_C22612,-0.0
_C22613,-0.0
_C22614,-0.0
_C22615,-0.0
_C22616,-0.0
_C22617,-0.0
_C22618,-0.0
_C22619,-0.0
_C22620,-1.0
_C22621,-1.0
_C22622,-0.0
_C22623,-0.0
_C22624,-0.0
_C22625,-0.0
_C22626,-0.0
_C22627,-0.0
_C22628,-0.0
_C22629,-0.0
_C22630,-0.0
_C22631,-0.0
_C22632,-0.0
_C22633,-0.0
_C22634,-1.0
_C22635,-1.0
_C22636,-0.0
_C22637,-0.0
_C22638,-0.0
_C22639,-0.0
_C22640,-0.0
_C22641,-0.0
_C22642,-0.0
_C22643,-0.0
_C22644,-0.0
_C22645,-0.0
_C22646,-0.0
_C22647,-0.0
_C22648,-1.0
_C22649,-1.0
_C22650,-0.0
_C22651,-0.0
_C22652,-0.0
_C22653,-0.0
_C22654,-0.0
_C22655,-0.0
_C22656,-0.0
_C22657,-0.0
_C22658,-0.0
_C22659,-0.0
_C22660,-0.0
_C22661,-0.0
_C22662,-1.0
_C22663,-1.0
_C22664,-0.0
_C22665,-0.0
_C22666,-0.0
_C22667,-0.0
_C22668,-0.0
_C22669,-0.0
_C22670,-0.0
_C22671,-0.0
_C22672,-0.0
_C22673,-0.0
_C22674,-0.0
_C22675,-0.0
_C22676,-1.0
_C22677,-1.0
_C22678,-0.0
_C22679,-0.0
_C22680,-0.0
_C22681,-0.0
_C22682,-0.0
_C22683,-0.0
_C22684,-0.0
_C22685,-0.0
_C22686,-0.0
_C22687,-0.0
_C22688,-0.0
_C22689,-0.0
_C22690,-1.0
_C22691,-1.0
_C22692,-0.0
_C22693,-0.0
_C22694,-0.0
_C22695,-0.0
_C22696,-0.0
_C22697,-0.0
_C22698,-0.0
_C22699,-0.0
_C22700,-0.0
_C22701,-0.0
_C22702,-0.0
_C22703,-0.0
_C22704,-1.0
_C22705,-1.0
_C22706,-0.0
_C22707,-0.0
_C22708,-0.0
_C22709,-0.0
_C22710,-0.0
_C22711,-0.0
_C22712,-0.0
_C22713,-0.0
_C22714,-0.0
_C22715,-0.0
_C22716,-0.0
_C22717,-0.0
_C22718,-1.0
_C22719,-1.0
_C22720,-0.0
_C22721,-0.0
_C22722,-0.0
_C22723,-0.0
_C22724,-0.0
_C22725,-0.0
_C22726,-0.0
_C22727,-0.0
_C22728,-0.0
_C22729,-0.0
_C22730,-0.0
_C22731,-0.0
_C22732,-1.0
_C22733,-1.0
_C22734,-0.0
_C22735,-0.0
_C22736,-0.0
_C22737,-0.0
_C22738,-0.0
_C22739,-0.0
_C22740,-0.0
_C22741,-0.0
_C22742,-0.0
_C22743,-0.0
_C22744,-0.0
_C22745,-0.0
_C22746,-1.0
_C22747,-1.0
_C22748,-0.0
_C22749,-0.0
_C22750,-0.0
_C22751,-0.0
_C22752,-0.0
_C22753,-0.0
_C22754,-0.0
_C22755,-0.0
_C22756,-0.0
_C22757,-0.0
_C22758,-0.0
_C22759,-0.0
_C22760,-1.0
_C22761,-1.0
_C22762,-0.0
_C22763,-0.0
_C22764,-0.0
_C22765,-0.0
_C22766,-0.0
_C22767,-0.0
_C22768,-0.0
_C22769,-0.0
_C22770,-0.0
_C22771,-0.0
_C22772,-0.0
_C22773,-0.0
_C22774,-1.0
_C22775,-1.0
_C22776,-0.0
_C22777,-0.0
_C22778,-0.0
_C22779,-0.0
_C22780,-0.0
_C22781,-0.0
_C22782,-0.0
_C22783,-0.0
_C22784,-0.0
_C22785,-0.0
_C22786,-0.0
_C22787,-0.0
_C22788,-1.0
_C22789,-1.0
_C22790,-0.0
_C22791,-0.0
_C22792,-0.0
_C22793,-0.0
_C22794,-0.0
_C22795,-0.0
_C22796,-0.0
_C22797,-0.0
_C22798,-0.0
_C22799,-0.0
_C22800,-0.0
_C22801,-0.0
_C22802,-1.0
_C22803,-1.0
_C22804,-0.0
_C22805,-0.0
_C22806,-0.0
_C22807,-0.0
_C22808,-0.0
_C22809,-0.0
_C22810,-0.0
_C22811,-0.0
_C22812,-0.0
_C22813,-0.0
_C22814,-0.0
_C22815,-0.0
_C22816,-1.0
_C22817,-1.0
_C22818,-0.0
_C22819,-0.0
_C22820,-0.0
_C22821,-0.0
_C22822,-0.0
_C22823,-0.0
_C22824,-0.0
_C22825,-0.0
_C22826,-0.0
_C22827,-0.0
_C22828,-0.0
_C22829,-0.0
_C22830,-1.0
_C22831,-1.0
_C22832,-0.0
_C22833,-0.0
_C22834,-0.0
_C22835,-0.0
_C22836,-0.0
_C22837,-0.0
_C22838,-0.0
_C22839,-0.0
_C22840,-0.0
_C22841,-0.0
_C22842,-0.0
_C22843,-0.0
_C22844,-1.0
_C22845,-1.0
_C22846,-0.0
_C22847,-0.0
_C22848,-0.0
_C22849,-0.0
_C22850,-0.0
_C22851,-0.0
_C22852,-0.0
_C22853,-0.0
_C22854,-0.0
_C22855,-0.0
_C22856,-0.0
_C22857,-0.0
_C22858,-1.0
_C22859,-1.0
_C22860,-0.0
_C22861,-0.0
_C22862,-0.0
_C22863,-0.0
_C22864,-0.0
_C22865,-0.0
_C22866,-0.0
_C22867,-0.0
_C22868,-0.0
_C22869,-0.0
_C22870,-0.0
_C22871,-0.0
_C22872,-1.0
_C22873,-1.0
_C22874,-0.0
_C22875,-0.0
_C22876,-0.0
_C22877,-0.0
_C22878,-0.0
_C22879,-0.0
_C22880,-0.0
_C22881,-0.0
_C22882,-0.0
_C22883,-0.0
_C22884,-0.0
_C22885,-0.0
_C22886,-1.0
_C22887,-1.0
_C22888,-0.0
_C22889,-0.0
_C22890,-0.0
_C22891,-0.0
_C22892,-0.0
_C22893,-0.0
_C22894,-0.0
_C22895,-0.0
_C22896,-0.0
_C22897,-0.0
_C22898,-0.0
_C22899,-0.0
_C22900,-1.0
_C22901,-1.0
_C22902,-0.0
_C22903,-0.0
_C22904,-0.0
_C22905,-0.0
_C22906,-0.0
_C22907,-0.0
_C22908,-0.0
_C22909,-0.0
_C22910,-0.0
_C22911,-0.0
_C22912,-0.0
_C22913,-0.0
_C22914,-1.0
_C22915,-1.0
_C22916,-0.0
_C22917,-0.0
_C22918,-0.0
_C22919,-0.0
_C22920,-0.0
_C22921,-0.0
_C22922,-0.0
_C22923,-0.0
_C22924,-0.0
_C22925,-0.0
_C22926,-0.0
_C22927,-0.0
_C22928,-1.0
_C22929,-1.0
_C22930,-0.0
_C22931,-0.0
_C22932,-0.0
_C22933,-0.0
_C22934,-0.0
_C22935,-0.0
_C22936,-0.0
_C22937,-0.0
_C22938,-0.0
_C22939,-0.0
_C22940,-0.0
_C22941,-0.0
_C22942,-1.0
_C22943,-1.0
_C22944,-0.0
_C22945,-0.0
_C22946,-0.0
_C22947,-0.0
_C22948,-0.0
_C22949,-0.0
_C22950,-0.0
_C22951,-0.0
_C22952,-0.0
_C22953,-0.0
_C22954,-0.0
_C22955,-0.0
_C22956,-1.0
_C22957,-1.0
_C22958,-0.0
_C22959,-0.0
_C22960,-0.0
_C22961,-0.0
_C22962,-0.0
_C22963,-0.0
_C22964,-0.0
_C22965,-0.0
_C22966,-0.0
_C22967,-0.0
_C22968,-0.0
_C22969,-0.0
_C22970,-1.0
_C22971,-1.0
_C22972,-0.0
_C22973,-0.0
_C22974,-0.0
_C22975,-0.0
_C22976,-0.0
_C22977,-0.0
_C22978,-0.0
_C22979,-0.0
_C22980,-0.0
_C22981,-0.0
_C22982,-0.0
_C22983,-0.0
_C22984,-1.0
_C22985,-1.0
_C22986,-0.0
_C22987,-0.0
_C22988,-0.0
_C22989,-0.0
_C22990,-0.0
_C22991,-0.0
_C22992,-0.0
_C22993,-0.0
_C22994,-0.0
_C22995,-0.0
_C22996,-0.0
_C22997,-0.0
_C22998,-1.0
_C22999,-1.0
_C23000,-0.0
_C23001,-0.0
_C23002,-0.0
_C23003,-0.0
_C23004,-0.0
_C23005,-0.0
_C23006,-0.0
_C23007,-0.0
_C23008,-0.0
_C23009,-0.0
_C23010,-0.0
_C23011,-0.0
_C23012,-1.0
_C23013,-1.0
_C23014,-0.0
_C23015,-0.0
_C23016,-0.0
_C23017,-0.0
_C23018,-0.0
_C23019,-0.0
_C23020,-0.0
_C23021,-0.0
_C23022,-0.0
_C23023,-0.0
_C23024,-0.0
_C23025,-0.0
_C23026,-1.0
_C23027,-1.0
_C23028,-0.0
_C23029,-0.0
_C23030,-0.0
_C23031,-0.0
_C23032,-0.0
_C23033,-0.0
_C23034,-0.0
_C23035,-0.0
_C23036,-0.0
_C23037,-0.0
_C23038,-0.0
_C23039,-0.0
_C23040,-1.0
_C23041,-1.0
_C23042,-0.0
_C23043,-0.0
_C23044,-0.0
_C23045,-0.0
_C23046,-0.0
_C23047,-0.0
_C23048,-0.0
_C23049,-0.0
_C23050,-0.0
_C23051,-0.0
_C23052,-0.0
_C23053,-0.0
_C23054,-1.0
_C23055,-1.0
_C23056,-0.0
_C23057,-0.0
_C23058,-0.0
_C23059,-0.0
_C23060,-0.0
_C23061,-0.0
_C23062,-0.0
_C23063,-0.0
_C23064,-0.0
_C23065,-0.0
_C23066,-0.0
_C23067,-0.0
_C23068,-1.0
_C23069,-1.0
_C23070,-0.0
_C23071,-0.0
_C23072,-0.0
_C23073,-0.0
_C23074,-0.0
_C23075,-0.0
_C23076,-0.0
_C23077,-0.0
_C23078,-0.0
_C23079,-0.0
_C23080,-0.0
_C23081,-0.0
_C23082,-1.0
_C23083,-1.0
_C23084,-0.0
_C23085,-0.0
_C23086,-0.0
_C23087,-0.0
_C23088,-0.0
_C23089,-0.0
_C23090,-0.0
_C23091,-0.0
_C23092,-0.0
_C23093,-0.0
_C23094,-0.0
_C23095,-0.0
_C23096,-1.0
_C23097,-1.0
_C23098,-0.0
_C23099,-0.0
_C23100,-0.0
_C23101,-0.0
_C23102,-0.0
_C23103,-0.0
_C23104,-0.0
_C23105,-0.0
_C23106,-0.0
_C23107,-0.0
_C23108,-0.0
_C23109,-0.0
_C23110,-1.0
_C23111,-1.0
_C23112,-0.0
_C23113,-0.0
_C23114,-0.0
_C23115,-0.0
_C23116,-0.0
_C23117,-0.0
_C23118,-0.0
_C23119,-0.0
_C23120,-0.0
_C23121,-0.0
_C23122,-0.0
_C23123,-0.0
_C23124,-1.0
_C23125,-1.0
_C23126,-0.0
_C23127,-0.0
_C23128,-0.0
_C23129,-0.0
_C23130,-0.0
_C23131,-0.0
_C23132,-0.0
_C23133,-0.0
_C23134,-0.0
_C23135,-0.0
_C23136,-0.0
_C23137,-0.0
_C23138,-1.0
_C23139,-1.0
_C23140,-0.0
_C23141,-0.0
_C23142,-0.0
_C23143,-0.0
_C23144,-0.0
_C23145,-0.0
_C23146,-0.0
_C23147,-0.0
_C23148,-0.0
_C23149,-0.0
_C23150,-0.0
_C23151,-0.0
_C23152,-1.0
_C23153,-1.0
_C23154,-0.0
_C23155,-0.0
_C23156,-0.0
_C23157,-0.0
_C23158,-0.0
_C23159,-0.0
_C23160,-0.0
_C23161,-0.0
_C23162,-0.0
_C23163,-0.0
_C23164,-0.0
_C23165,-0.0
_C23166,-1.0
_C23167,-1.0
_C23168,-0.0
_C23169,-0.0
_C23170,-0.0
_C23171,-0.0
_C23172,-0.0
_C23173,-0.0
_C23174,-0.0
_C23175,-0.0
_C23176,-0.0
_C23177,-0.0
_C23178,-0.0
_C23179,-0.0
_C23180,-1.0
_C23181,-1.0
_C23182,-0.0
_C23183,-0.0
_C23184,-0.0
_C23185,-0.0
_C23186,-0.0
_C23187,-0.0
_C23188,-0.0
_C23189,-0.0
_C23190,-0.0
_C23191,-0.0
_C23192,-0.0
_C23193,-0.0
_C23194,-1.0
_C23195,-1.0
_C23196,-0.0
_C23197,-0.0
_C23198,-0.0
_C23199,-0.0
_C23200,-0.0
_C23201,-0.0
_C23202,-0.0
_C23203,-0.0
_C23204,-0.0
_C23205,-0.0
_C23206,-0.0
_C23207,-0.0
_C23208,-1.0
_C23209,-1.0
_C23210,-0.0
_C23211,-0.0
_C23212,-0.0
_C23213,-0.0
_C23214,-0.0
_C23215,-0.0
_C23216,-0.0
_C23217,-0.0
_C23218,-0.0
_C23219,-0.0
_C23220,-0.0
_C23221,-0.0
_C23222,-1.0
_C23223,-1.0
_C23224,-0.0
_C23225,-0.0
_C23226,-0.0
_C23227,-0.0
_C23228,-0.0
_C23229,-0.0
_C23230,-0.0
_C23231,-0.0
_C23232,-0.0
_C23233,-0.0
_C23234,-0.0
_C23235,-0.0
_C23236,-1.0
_C23237,-1.0
_C23238,-0.0
_C23239,-0.0
_C23240,-0.0
_C23241,-0.0
_C23242,-0.0
_C23243,-0.0
_C23244,-0.0
_C23245,-0.0
_C23246,-0.0
_C23247,-0.0
_C23248,-0.0
_C23249,-0.0
_C23250,-1.0
_C23251,-1.0
_C23252,-0.0
_C23253,-0.0
_C23254,-0.0
_C23255,-0.0
_C23256,-0.0
_C23257,-0.0
_C23258,-0.0
_C23259,-0.0
_C23260,-0.0
_C23261,-0.0
_C23262,-0.0
_C23263,-0.0
_C23264,-1.0
_C23265,-1.0
_C23266,-0.0
_C23267,-0.0
_C23268,-0.0
_C23269,-0.0
_C23270,-0.0
_C23271,-0.0
_C23272,-0.0
_C23273,-0.0
_C23274,-0.0
_C23275,-0.0
_C23276,-0.0
_C23277,-0.0
_C23278,-1.0
_C23279,-1.0
_C23280,-0.0
_C23281,-0.0
_C23282,-0.0
_C23283,-0.0
_C23284,-0.0
_C23285,-0.0
_C23286,-0.0
_C23287,-0.0
_C23288,-0.0
_C23289,-0.0
_C23290,-0.0
_C23291,-0.0
_C23292,-1.0
_C23293,-1.0
_C23294,-0.0
_C23295,-0.0
_C23296,-0.0
_C23297,-0.0
_C23298,-0.0
_C23299,-0.0
_C23300,-0.0
_C23301,-0.0
_C23302,-0.0
_C23303,-0.0
_C23304,-0.0
_C23305,-0.0
_C23306,-1.0
_C23307,-1.0
_C23308,-0.0
_C23309,-0.0
_C23310,-0.0
_C23311,-0.0
_C23312,-0.0
_C23313,-0.0
_C23314,-0.0
_C23315,-0.0
_C23316,-0.0
_C23317,-0.0
_C23318,-0.0
_C23319,-0.0
_C23320,-1.0
_C23321,-1.0
_C23322,-0.0
_C23323,-0.0
_C23324,-0.0
_C23325,-0.0
_C23326,-0.0
_C23327,-0.0
_C23328,-0.0
_C23329,-0.0
_C23330,-0.0
_C23331,-0.0
_C23332,-0.0
_C23333,-0.0
_C23334,-1.0
_C23335,-1.0
_C23336,-0.0
_C23337,-0.0
_C23338,-0.0
_C23339,-0.0
_C23340,-0.0
_C23341,-0.0
_C23342,-0.0
_C23343,-0.0
_C23344,-0.0
_C23345,-0.0
_C23346,-0.0
_C23347,-0.0
_C23348,-1.0
_C23349,-1.0
_C23350,-0.0
_C23351,-0.0
_C23352,-0.0
_C23353,-0.0
_C23354,-0.0
_C23355,-0.0
_C23356,-0.0
_C23357,-0.0
_C23358,-0.0
_C23359,-0.0
_C23360,-0.0
_C23361,-0.0
_C23362,-1.0
_C23363,-1.0
_C23364,-0.0
_C23365,-0.0
_C23366,-0.0
_C23367,-0.0
_C23368,-0.0
_C23369,-0.0
_C23370,-0.0
